year,muni_code,muni,financial_strength_index_2016,rev_to_exp_ratio_2016,exp_public_works_thous_2016
2016,44203,Oita-ken Nakatsu-shi,0.50,5.50,"4,058,102.00"
2016,44204,Oita-ken Hita-shi,0.40,5.30,"3,765,873.00"
2016,44205,Oita-ken Saiki-shi,0.31,3.00,"4,070,968.00"
2016,44206,Oita-ken Usuki-shi,0.38,3.00,"2,158,033.00"
2016,44207,Oita-ken Tsukumi-shi,0.44,6.00,"899,558.00"
2016,44208,Oita-ken Taketa-shi,0.24,5.30,"1,123,362.00"
2016,44209,Oita-ken Bungotakada-shi,0.29,6.20,"1,657,134.00"
2016,44210,Oita-ken Kitsuki-shi,0.34,6.40,"1,577,171.00"
2016,44211,Oita-ken Usa-shi,0.43,8.60,"1,945,020.00"
2016,44212,Oita-ken Bungoono-shi,0.27,6.20,"1,665,265.00"
2016,44213,Oita-ken Yufu-shi,0.46,8.00,"1,330,193.00"
2016,44214,Oita-ken Kunisaki-shi,0.30,3.40,"1,800,146.00"
2016,44322,Oita-ken Himeshima-mura,0.10,10.70,"148,588.00"
2016,44341,Oita-ken Hiji-machi,0.54,2.90,"1,278,019.00"
2016,44461,Oita-ken Kokonoe-machi,0.31,9.40,"659,192.00"
2016,44462,Oita-ken Kusu-machi,0.35,7.50,"598,407.00"
2016,45201,Miyazaki-ken Miyazaki-shi,0.65,3.30,"17,979,491.00"
2016,45202,Miyazaki-ken Miyakonojo-shi,0.52,3.10,"8,326,395.00"
2016,45203,Miyazaki-ken Nobeoka-shi,0.47,3.80,"3,851,008.00"
2016,45204,Miyazaki-ken Nichinan-shi,0.39,4.90,"2,609,697.00"
2016,45205,Miyazaki-ken Kobayashi-shi,0.37,3.70,"2,906,094.00"
2016,45206,Miyazaki-ken Hyuga-shi,0.50,2.60,"3,670,170.00"
2016,45207,Miyazaki-ken Kushima-shi,0.26,5.00,"794,589.00"
2016,45208,Miyazaki-ken Saito-shi,0.37,5.70,"1,626,413.00"
2016,45209,Miyazaki-ken Ebino-shi,0.34,7.50,"1,251,484.00"
2016,45341,Miyazaki-ken Mimata-cho,0.42,5.40,"654,855.00"
2016,45361,Miyazaki-ken Takaharu-cho,0.24,2.90,"602,242.00"
2016,45382,Miyazaki-ken Kunitomi-cho,0.50,4.70,"2,231,695.00"
2016,45383,Miyazaki-ken Aya-cho,0.25,3.90,"421,287.00"
2016,45401,Miyazaki-ken Takanabe-cho,0.50,6.60,"689,054.00"
2016,45402,Miyazaki-ken Shintomi-cho,0.42,7.90,"757,635.00"
2016,45403,Miyazaki-ken Nishimera-son,0.12,6.60,"269,839.00"
2016,45404,Miyazaki-ken Kijo-cho,0.99,11.10,"294,801.00"
2016,45405,Miyazaki-ken Kawaminami-cho,0.38,4.50,"447,468.00"
2016,45406,Miyazaki-ken Tsuno-cho,0.29,13.10,"457,575.00"
2016,45421,Miyazaki-ken Kadogawa-cho,0.37,4.50,"851,396.00"
2016,45429,Miyazaki-ken Morotsuka-son,0.16,5.40,"377,456.00"
2016,45430,Miyazaki-ken Shiiba-son,0.15,5.80,"622,211.00"
2016,45431,Miyazaki-ken Misato-cho,0.14,3.70,"610,209.00"
2016,45441,Miyazaki-ken Takachiho-cho,0.23,1.00,"670,823.00"
2016,45442,Miyazaki-ken Hinokage-cho,0.14,1.30,"500,793.00"
2016,45443,Miyazaki-ken Gokase-cho,0.12,2.40,"268,998.00"
2016,46201,Kagoshima-ken Kagoshima-shi,0.71,4.50,"25,929,539.00"
2016,46203,Kagoshima-ken Kanoya-shi,0.47,6.40,"3,326,988.00"
2016,46204,Kagoshima-ken Makurazaki-shi,0.40,5.80,"1,044,146.00"
2016,46206,Kagoshima-ken Akune-shi,0.34,9.60,"854,075.00"
2016,46208,Kagoshima-ken Izumi-shi,0.38,4.20,"2,433,210.00"
2016,46210,Kagoshima-ken Ibusuki-shi,0.38,8.10,"2,089,199.00"
2016,46213,Kagoshima-ken Nishinoomote-shi,0.27,3.70,"471,120.00"
2016,46214,Kagoshima-ken Tarumizu-shi,0.27,5.30,"681,778.00"
2016,46215,Kagoshima-ken Satsumasendai-shi,0.49,5.60,"4,941,433.00"
2016,46216,Kagoshima-ken Hioki-shi,0.37,4.50,"2,733,405.00"
2016,46217,Kagoshima-ken So-shi,0.29,5.20,"2,028,560.00"
2016,46218,Kagoshima-ken Kirishima-shi,0.54,6.10,"4,867,058.00"
2016,46219,Kagoshima-ken Ichikikushikino-shi,0.40,6.30,"2,078,415.00"
2016,46220,Kagoshima-ken Minamisatsuma-shi,0.28,5.20,"1,669,148.00"
2016,46221,Kagoshima-ken Shibushi-shi,0.36,5.20,"1,396,491.00"
2016,46222,Kagoshima-ken Amami-shi,0.27,5.50,"2,702,879.00"
2016,46223,Kagoshima-ken Minamikyusyu-shi,0.34,4.70,"1,358,787.00"
2016,46224,Kagoshima-ken Isa-shi,0.38,3.20,"1,427,691.00"
2016,46225,Kagoshima-ken Aira-shi,0.49,6.50,"2,191,188.00"
2016,46303,Kagoshima-ken Mishima-mura,0.05,7.70,"530,502.00"
2016,46304,Kagoshima-ken Toshima-mura,0.06,6.50,"2,027,444.00"
2016,46392,Kagoshima-ken Satsuma-cho,0.34,12.80,"854,869.00"
2016,46404,Kagoshima-ken Nagashima-cho,0.18,10.30,"1,685,870.00"
2016,46452,Kagoshima-ken Yusui-cho,0.28,7.00,"892,404.00"
2016,46468,Kagoshima-ken Osaki-cho,0.32,8.00,"810,050.00"
2016,46482,Kagoshima-ken Higashikushira-cho,0.38,8.70,"333,714.00"
2016,46490,Kagoshima-ken Kinko-cho,0.17,1.50,"752,974.00"
2016,46491,Kagoshima-ken Minamiosumi-cho,0.16,5.00,"1,038,756.00"
2016,46492,Kagoshima-ken Kimotsuki-cho,0.28,4.60,"577,368.00"
2016,46501,Kagoshima-ken Nakatane-cho,0.23,1.40,"452,485.00"
2016,46502,Kagoshima-ken Minamitane-cho,0.25,2.10,"384,220.00"
2016,46505,Kagoshima-ken Yakushima-cho,0.25,6.70,"377,717.00"
2016,46523,Kagoshima-ken Yamato-son,0.07,6.10,"491,967.00"
2016,46524,Kagoshima-ken Uken-son,0.10,6.70,"334,452.00"
2016,46525,Kagoshima-ken Setouchi-cho,0.16,9.10,"809,615.00"
2016,46527,Kagoshima-ken Tatsugo-cho,0.17,2.40,"564,881.00"
2016,46529,Kagoshima-ken Kikai-cho,0.16,3.10,"839,780.00"
2016,46530,Kagoshima-ken Tokunoshima-cho,0.23,5.90,"644,971.00"
2016,46531,Kagoshima-ken Amagi-cho,0.15,4.90,"1,193,689.00"
2016,46532,Kagoshima-ken Isen-cho,0.12,2.50,"522,328.00"
2016,46533,Kagoshima-ken Wadomari-cho,0.18,4.20,"694,661.00"
2016,46534,Kagoshima-ken China-cho,0.17,7.50,"451,445.00"
2016,46535,Kagoshima-ken Yoron-cho,0.14,8.50,"304,066.00"
2016,47201,Okinawa-ken Naha-shi,0.77,4.10,"21,465,303.00"
2016,47205,Okinawa-ken Ginowan-shi,0.65,4.10,"2,596,132.00"
2016,47207,Okinawa-ken Ishigaki-shi,0.40,5.10,"2,453,851.00"
2016,47208,Okinawa-ken Urasoe-shi,0.73,2.70,"8,189,999.00"
2016,47209,Okinawa-ken Nago-shi,0.43,6.90,"3,480,020.00"
2016,47210,Okinawa-ken Itoman-shi,0.47,2.50,"2,159,971.00"
2016,47211,Okinawa-ken Okinawa-shi,0.55,6.20,"6,162,542.00"
2016,47212,Okinawa-ken Tomigusuku-shi,0.59,0.70,"2,783,831.00"
2016,47213,Okinawa-ken Uruma-shi,0.46,8.40,"4,945,353.00"
2016,47214,Okinawa-ken Miyakojima-shi,0.32,10.60,"5,173,298.00"
2016,47215,Okinawa-ken Nanjo-shi,0.35,8.80,"3,379,983.00"
2016,47301,Okinawa-ken Kunigami-son,0.21,10.90,"631,396.00"
2016,47302,Okinawa-ken Ogimi-son,0.37,18.30,"268,042.00"
2016,47303,Okinawa-ken Higashi-son,0.16,8.50,"78,027.00"
2016,47306,Okinawa-ken Nakijin-son,0.22,9.70,"571,080.00"
2016,47308,Okinawa-ken Motobu-cho,0.30,4.30,"718,001.00"
2016,47311,Okinawa-ken Onna-son,0.51,7.90,"1,307,947.00"
2016,47313,Okinawa-ken Ginoza-son,0.29,7.70,"479,104.00"
2016,47314,Okinawa-ken Kin-cho,0.34,2.20,"606,055.00"
2016,47315,Okinawa-ken Ie-son,0.17,7.00,"342,833.00"
2016,47324,Okinawa-ken Yomitan-son,0.57,6.20,"1,742,767.00"
2016,47325,Okinawa-ken Kadena-cho,0.59,6.70,"733,244.00"
2016,47326,Okinawa-ken Chatan-cho,0.75,2.80,"1,889,642.00"
2016,47327,Okinawa-ken Kitanakagusuku-son,0.52,6.30,"1,111,288.00"
2016,47328,Okinawa-ken Nakagusuku-son,0.54,5.50,"516,381.00"
2016,47329,Okinawa-ken Nishihara-cho,0.63,5.00,"1,763,997.00"
2016,47348,Okinawa-ken Yonabaru-cho,0.46,8.40,"874,904.00"
2016,47350,Okinawa-ken Haebaru-cho,0.61,22.80,"1,950,696.00"
2016,47353,Okinawa-ken Tokashiki-son,0.09,10.20,"230,703.00"
2016,47354,Okinawa-ken Zamami-son,0.10,14.30,"319,577.00"
2016,47355,Okinawa-ken Aguni-son,0.10,36.00,"75,395.00"
2016,47356,Okinawa-ken Tonaki-son,0.06,11.50,"12,884.00"
2016,47357,Okinawa-ken Minamidaito-son,0.13,2.90,"189,555.00"
2016,47358,Okinawa-ken Kitadaito-son,0.14,9.90,"315,678.00"
2016,47359,Okinawa-ken Iheya-son,0.09,16.10,"175,824.00"
2016,47360,Okinawa-ken Izena-son,0.11,19.70,"274,200.00"
2016,47361,Okinawa-ken Kumejima-cho,0.19,8.20,"777,904.00"
2016,47362,Okinawa-ken Yaese-cho,0.40,7.00,"1,297,302.00"
2016,47375,Okinawa-ken Tarama-son,0.11,17.40,"154,522.00"
2016,47381,Okinawa-ken Taketomi-cho,0.16,11.20,"666,501.00"
2016,47382,Okinawa-ken Yonaguni-cho,0.13,24.40,"190,152.00"
